experiment,method,seed,mean_utility,cew,ruin_prob,surplus_ratio,adaptation_lag,wealth_terminal,theta_std,sharpe,max_drawdown,regime_detection_acc,turnover,theta_stability,mean_welfare,avg_cost,avg_cost_no_theta,fill_rate,ending_backlog,avg_inventory,avg_order,service_breach_count
exp1_habit_portfolio,nbo_fixed_pref,20290529,-3.1949109411200025,-0.9590298260285822,0.0,0.07390838827473267,0.5,0.8574153099103562,0.0,,,,,,,,,,,,,
exp1_habit_portfolio,nbo_fixed_pref,20290530,-3.1950639644779333,-0.959036094942521,0.0,0.07386722852740932,0.5,0.8617533329321001,0.0,,,,,,,,,,,,,
exp1_habit_portfolio,nbo_fixed_pref,20290531,-3.183618107344939,-0.9585645343783588,0.0,0.07408316338683718,0.5,0.8692557211425138,0.0,,,,,,,,,,,,,
exp1_habit_portfolio,nbo_fixed_pref,20290532,-3.193610617458692,-0.9589765168899034,0.0,0.0738519704812183,0.5,0.8644336391193846,0.0,,,,,,,,,,,,,
exp1_habit_portfolio,nbo_fixed_pref,20290533,-3.192602736363419,-0.958935149253487,0.0,0.07394248908282172,0.5,0.860640059802837,0.0,,,,,,,,,,,,,
exp1_habit_portfolio,nbo_fixed_pref,20290534,-3.1842327976338938,-0.9585899965302241,0.0,0.07415875026127809,0.5,0.8653228636933148,0.0,,,,,,,,,,,,,
exp1_habit_portfolio,nbo_fixed_pref,20290535,-3.1922613237765574,-0.9589211268029801,0.0,0.07393208784184012,0.5,0.8614634995497162,0.0,,,,,,,,,,,,,
exp1_habit_portfolio,nbo_fixed_pref,20290536,-3.1843146817560353,-0.9585933872131828,0.0,0.07408618351573837,0.5,0.8687549914761361,0.0,,,,,,,,,,,,,
exp1_habit_portfolio,nbo_fixed_pref,20290537,-3.192248490656082,-0.9589205996294689,0.0,0.07392521076470632,0.5,0.8633694920540296,0.0,,,,,,,,,,,,,
exp1_habit_portfolio,nbo_fixed_pref,20290538,-3.1758086414297426,-0.9582396786982422,0.0,0.07431654884420621,0.5,0.8710826208200221,0.0,,,,,,,,,,,,,
exp1_habit_portfolio,nbo_fixed_pref,20290539,-3.1887772154815734,-0.9587777539418723,0.0,0.07401873006202064,0.5,0.8624899064408135,0.0,,,,,,,,,,,,,
exp1_habit_portfolio,nbo_fixed_pref,20290540,-3.1788679639030177,-0.9583672417599278,0.0,0.07424703624738445,0.5,0.8692138458923118,0.0,,,,,,,,,,,,,
exp1_habit_portfolio,nbo_fixed_pref,20290541,-3.185181007770244,-0.958629243305225,0.0,0.07405892118846329,0.5,0.8684279269493926,0.0,,,,,,,,,,,,,
exp1_habit_portfolio,nbo_preference_only,20290512,-99.26768516097148,-1.0,1.0,0.0014755600648940458,0.5,0.9422141359425439,0.0,,,,,,,,,,,,,
exp1_habit_portfolio,nbo_preference_only,20290513,-97.94806190636,-1.0,1.0,0.0017542658795054727,0.5,0.9736020844383282,0.0,,,,,,,,,,,,,
exp1_habit_portfolio,nbo_preference_only,20290514,-99.32123503326392,-1.0,1.0,0.001532994098679069,0.5,0.9488120544650573,0.0,,,,,,,,,,,,,
exp1_habit_portfolio,nbo_preference_only,20290515,-100.44728095032222,-1.0,1.0,0.0013342138317833769,0.5,0.9305453857419569,0.0,,,,,,,,,,,,,
exp1_habit_portfolio,nbo_preference_only,20290516,-99.69840872531239,-1.0,1.0,0.0015596474295344626,0.5,0.9566082297350078,0.0,,,,,,,,,,,,,
exp1_habit_portfolio,nbo_preference_only,20290517,-99.37685264821224,-1.0,1.0,0.0013318505857250118,0.5,0.9356664035803542,0.0,,,,,,,,,,,,,
exp1_habit_portfolio,nbo_preference_only,20290518,-98.65440689090451,-1.0,1.0,0.0015867891158176718,0.5,0.9542270810924691,0.0,,,,,,,,,,,,,
exp1_habit_portfolio,nbo_preference_only,20290519,-98.97843146934719,-1.0,1.0,0.0016717950028379037,0.5,0.9630308889828677,0.0,,,,,,,,,,,,,
exp1_habit_portfolio,nbo_preference_only,20290520,-101.5421279245708,-1.0,1.0,0.0012488407402808516,0.5,0.9343663404073536,0.0,,,,,,,,,,,,,
exp1_habit_portfolio,nbo_preference_only,20290521,-98.19731326834096,-1.0,1.0,0.0016129382903495937,0.5,0.9635512985618226,0.0,,,,,,,,,,,,,
exp1_habit_portfolio,nbo_preference_only,20290522,-99.0934282019123,-1.0,1.0,0.0016255669876453984,0.5,0.9555950831102358,0.0,,,,,,,,,,,,,
exp1_habit_portfolio,nbo_preference_only,20290523,-99.8153454368578,-1.0,1.0,0.0015462943230379834,0.5,0.9386819595111155,0.0,,,,,,,,,,,,,
exp1_habit_portfolio,nbo_preference_only,20290524,-100.18321601574551,-1.0,1.0,0.0015845329809880849,0.5,0.9548791360344577,0.0,,,,,,,,,,,,,
exp1_habit_portfolio,nbo_preference_only,20290525,-96.7931572738352,-1.0,1.0,0.0017706447687219204,0.5,0.951178804427977,0.0,,,,,,,,,,,,,
exp1_habit_portfolio,nbo_preference_only,20290526,-98.7202756904409,-1.0,1.0,0.0016489834432172174,0.5,0.9509252835617288,0.0,,,,,,,,,,,,,
exp1_habit_portfolio,nbo_preference_only,20290527,-97.83537982415332,-1.0,1.0,0.0019766768994313295,0.5,0.9698599612823895,0.0,,,,,,,,,,,,,
exp1_habit_portfolio,nbo_preference_only,20290528,-100.48468230911699,-1.0,1.0,0.0015299457116984142,0.5,0.9407505312727743,0.0,,,,,,,,,,,,,
exp1_habit_portfolio,nbo_preference_only,20290529,-98.73944075203943,-1.0,1.0,0.0015624767100059782,0.5,0.941854375579966,0.0,,,,,,,,,,,,,
exp1_habit_portfolio,nbo_preference_only,20290530,-99.46620150591343,-1.0,1.0,0.001649013323725673,0.5,0.9532517419552422,0.0,,,,,,,,,,,,,
