method,t,inventory,regime,action_pressure,theta
full_valuation_control_exact_dp,6,11,0,1.2,2.2
full_valuation_control_exact_dp,6,11,1,0.7,1.0
full_valuation_control_exact_dp,6,10,0,1.2,2.2
full_valuation_control_exact_dp,6,10,1,0.7,1.0
full_valuation_control_exact_dp,6,9,0,1.2,2.2
full_valuation_control_exact_dp,6,9,1,0.7,1.0
full_valuation_control_exact_dp,6,8,0,1.2,2.2
full_valuation_control_exact_dp,6,8,1,0.7,1.0
full_valuation_control_exact_dp,6,7,0,1.2,2.2
full_valuation_control_exact_dp,6,7,1,0.7,1.0
full_valuation_control_exact_dp,6,6,0,1.2,2.2
full_valuation_control_exact_dp,6,6,1,0.7,1.0
full_valuation_control_exact_dp,6,5,0,1.2,2.2
full_valuation_control_exact_dp,6,5,1,0.7,1.0
full_valuation_control_exact_dp,6,4,0,1.2,2.2
full_valuation_control_exact_dp,6,4,1,0.7,1.0
full_valuation_control_exact_dp,6,3,0,1.2,2.2
full_valuation_control_exact_dp,6,3,1,0.7,1.0
full_valuation_control_exact_dp,6,2,0,1.2,2.2
full_valuation_control_exact_dp,6,2,1,0.7,1.0
full_valuation_control_exact_dp,6,1,0,1.2,2.2
full_valuation_control_exact_dp,6,1,1,0.7,1.0
full_valuation_control_exact_dp,6,0,0,1.2,2.2
full_valuation_control_exact_dp,6,0,1,0.7,1.0
full_valuation_control_exact_dp,6,-1,0,0.7,1.0
full_valuation_control_exact_dp,6,-1,1,0.7,1.0
full_valuation_control_exact_dp,6,-2,0,0.7,1.0
full_valuation_control_exact_dp,6,-2,1,0.7,1.0
full_valuation_control_exact_dp,7,24,0,1.2,2.2
full_valuation_control_exact_dp,7,24,1,1.2,2.2
full_valuation_control_exact_dp,7,23,0,1.2,2.2
full_valuation_control_exact_dp,7,23,1,1.2,2.2
full_valuation_control_exact_dp,7,22,0,1.2,2.2
full_valuation_control_exact_dp,7,22,1,1.2,2.2
full_valuation_control_exact_dp,7,21,0,1.2,2.2
full_valuation_control_exact_dp,7,21,1,1.2,2.2
full_valuation_control_exact_dp,7,20,0,1.2,2.2
full_valuation_control_exact_dp,7,20,1,1.2,2.2
full_valuation_control_exact_dp,7,19,0,1.2,2.2
full_valuation_control_exact_dp,7,19,1,1.1,1.35
full_valuation_control_exact_dp,7,18,0,1.2,2.2
full_valuation_control_exact_dp,7,18,1,0.7,1.0
full_valuation_control_exact_dp,7,17,0,1.2,2.2
full_valuation_control_exact_dp,7,17,1,0.7,1.0
full_valuation_control_exact_dp,7,16,0,1.2,2.2
full_valuation_control_exact_dp,7,16,1,0.7,1.0
full_valuation_control_exact_dp,7,15,0,1.2,2.2
full_valuation_control_exact_dp,7,15,1,0.7,1.0
full_valuation_control_exact_dp,7,14,0,1.2,2.2
full_valuation_control_exact_dp,7,14,1,0.7,1.0
full_valuation_control_exact_dp,7,13,0,1.2,2.2
full_valuation_control_exact_dp,7,13,1,0.7,1.0
full_valuation_control_exact_dp,7,12,0,1.2,2.2
full_valuation_control_exact_dp,7,12,1,0.7,1.0
full_valuation_control_exact_dp,7,11,0,1.2,2.2
full_valuation_control_exact_dp,7,11,1,0.7,1.0
full_valuation_control_exact_dp,7,10,0,1.2,2.2
full_valuation_control_exact_dp,7,10,1,0.7,1.0
full_valuation_control_exact_dp,7,9,0,1.2,2.2
full_valuation_control_exact_dp,7,9,1,0.7,1.0
full_valuation_control_exact_dp,7,8,0,1.2,2.2
full_valuation_control_exact_dp,7,8,1,0.7,1.0
full_valuation_control_exact_dp,7,7,0,1.2,2.2
full_valuation_control_exact_dp,7,7,1,0.7,1.0
full_valuation_control_exact_dp,7,6,0,1.2,2.2
full_valuation_control_exact_dp,7,6,1,0.7,1.0
full_valuation_control_exact_dp,7,5,0,1.2,2.2
full_valuation_control_exact_dp,7,5,1,0.7,1.0
full_valuation_control_exact_dp,7,4,0,1.2,2.2
full_valuation_control_exact_dp,7,4,1,0.7,1.0
full_valuation_control_exact_dp,7,3,0,1.2,2.2
full_valuation_control_exact_dp,7,3,1,0.7,1.0
full_valuation_control_exact_dp,7,2,0,1.2,2.2
full_valuation_control_exact_dp,7,2,1,0.7,1.0
full_valuation_control_exact_dp,7,1,0,1.2,2.2
full_valuation_control_exact_dp,7,1,1,0.7,1.0
full_valuation_control_exact_dp,7,0,0,1.2,2.2
full_valuation_control_exact_dp,7,0,1,0.7,1.0
full_valuation_control_exact_dp,7,-1,0,0.7,1.0
full_valuation_control_exact_dp,7,-1,1,0.7,1.0
full_valuation_control_exact_dp,7,-2,0,0.7,1.0
full_valuation_control_exact_dp,7,-2,1,0.7,1.0
full_valuation_control_exact_dp,8,24,0,1.2,2.2
full_valuation_control_exact_dp,8,24,1,1.2,2.2
full_valuation_control_exact_dp,8,23,0,1.2,2.2
full_valuation_control_exact_dp,8,23,1,1.2,2.2
full_valuation_control_exact_dp,8,22,0,1.2,2.2
full_valuation_control_exact_dp,8,22,1,1.2,2.2
full_valuation_control_exact_dp,8,21,0,1.2,2.2
full_valuation_control_exact_dp,8,21,1,1.2,2.2
full_valuation_control_exact_dp,8,20,0,1.2,2.2
full_valuation_control_exact_dp,8,20,1,1.2,2.2
full_valuation_control_exact_dp,8,19,0,1.2,2.2
full_valuation_control_exact_dp,8,19,1,1.1,1.35
full_valuation_control_exact_dp,8,18,0,1.2,2.2
full_valuation_control_exact_dp,8,18,1,0.7,1.0
full_valuation_control_exact_dp,8,17,0,1.2,2.2
full_valuation_control_exact_dp,8,17,1,0.7,1.0
full_valuation_control_exact_dp,8,16,0,1.2,2.2
full_valuation_control_exact_dp,8,16,1,0.7,1.0
full_valuation_control_exact_dp,8,15,0,1.2,2.2
full_valuation_control_exact_dp,8,15,1,0.7,1.0
full_valuation_control_exact_dp,8,14,0,1.2,2.2
full_valuation_control_exact_dp,8,14,1,0.7,1.0
full_valuation_control_exact_dp,8,13,0,1.2,2.2
full_valuation_control_exact_dp,8,13,1,0.7,1.0
full_valuation_control_exact_dp,8,12,0,1.2,2.2
full_valuation_control_exact_dp,8,12,1,0.7,1.0
full_valuation_control_exact_dp,8,11,0,1.2,2.2
full_valuation_control_exact_dp,8,11,1,0.7,1.0
full_valuation_control_exact_dp,8,10,0,1.2,2.2
full_valuation_control_exact_dp,8,10,1,0.7,1.0
full_valuation_control_exact_dp,8,9,0,1.2,2.2
full_valuation_control_exact_dp,8,9,1,0.7,1.0
full_valuation_control_exact_dp,8,8,0,1.2,2.2
full_valuation_control_exact_dp,8,8,1,0.7,1.0
full_valuation_control_exact_dp,8,7,0,1.2,2.2
full_valuation_control_exact_dp,8,7,1,0.7,1.0
full_valuation_control_exact_dp,8,6,0,1.2,2.2
full_valuation_control_exact_dp,8,6,1,0.7,1.0
full_valuation_control_exact_dp,8,5,0,1.2,2.2
full_valuation_control_exact_dp,8,5,1,0.7,1.0
full_valuation_control_exact_dp,8,4,0,1.2,2.2
full_valuation_control_exact_dp,8,4,1,0.7,1.0
full_valuation_control_exact_dp,8,3,0,1.2,2.2
full_valuation_control_exact_dp,8,3,1,0.7,1.0
full_valuation_control_exact_dp,8,2,0,1.2,2.2
full_valuation_control_exact_dp,8,2,1,0.7,1.0
full_valuation_control_exact_dp,8,1,0,1.2,2.2
full_valuation_control_exact_dp,8,1,1,0.7,1.0
full_valuation_control_exact_dp,8,0,0,1.2,2.2
full_valuation_control_exact_dp,8,0,1,0.7,1.0
full_valuation_control_exact_dp,8,-1,0,0.7,1.0
full_valuation_control_exact_dp,8,-1,1,0.7,1.0
full_valuation_control_exact_dp,8,-2,0,0.7,1.0
full_valuation_control_exact_dp,8,-2,1,0.7,1.0
full_valuation_control_exact_dp,9,24,0,1.2,2.2
full_valuation_control_exact_dp,9,24,1,1.2,2.2
full_valuation_control_exact_dp,9,23,0,1.2,2.2
full_valuation_control_exact_dp,9,23,1,1.2,2.2
full_valuation_control_exact_dp,9,22,0,1.2,2.2
full_valuation_control_exact_dp,9,22,1,1.2,2.2
full_valuation_control_exact_dp,9,21,0,1.2,2.2
full_valuation_control_exact_dp,9,21,1,1.2,2.2
full_valuation_control_exact_dp,9,20,0,1.2,2.2
full_valuation_control_exact_dp,9,20,1,1.2,2.2
full_valuation_control_exact_dp,9,19,0,1.2,2.2
full_valuation_control_exact_dp,9,19,1,1.1,1.35
full_valuation_control_exact_dp,9,18,0,1.2,2.2
full_valuation_control_exact_dp,9,18,1,0.7,1.0
full_valuation_control_exact_dp,9,17,0,1.2,2.2
full_valuation_control_exact_dp,9,17,1,0.7,1.0
full_valuation_control_exact_dp,9,16,0,1.2,2.2
full_valuation_control_exact_dp,9,16,1,0.7,1.0
full_valuation_control_exact_dp,9,15,0,1.2,2.2
full_valuation_control_exact_dp,9,15,1,0.7,1.0
full_valuation_control_exact_dp,9,14,0,1.2,2.2
full_valuation_control_exact_dp,9,14,1,0.7,1.0
full_valuation_control_exact_dp,9,13,0,1.2,2.2
full_valuation_control_exact_dp,9,13,1,0.7,1.0
full_valuation_control_exact_dp,9,12,0,1.2,2.2
full_valuation_control_exact_dp,9,12,1,0.7,1.0
full_valuation_control_exact_dp,9,11,0,1.2,2.2
full_valuation_control_exact_dp,9,11,1,0.7,1.0
full_valuation_control_exact_dp,9,10,0,1.2,2.2
full_valuation_control_exact_dp,9,10,1,0.7,1.0
full_valuation_control_exact_dp,9,9,0,1.2,2.2
full_valuation_control_exact_dp,9,9,1,0.7,1.0
full_valuation_control_exact_dp,9,8,0,1.2,2.2
full_valuation_control_exact_dp,9,8,1,0.7,1.0
full_valuation_control_exact_dp,9,7,0,1.2,2.2
full_valuation_control_exact_dp,9,7,1,0.7,1.0
full_valuation_control_exact_dp,9,6,0,1.2,2.2
full_valuation_control_exact_dp,9,6,1,0.7,1.0
full_valuation_control_exact_dp,9,5,0,1.2,2.2
full_valuation_control_exact_dp,9,5,1,0.7,1.0
full_valuation_control_exact_dp,9,4,0,1.2,2.2
full_valuation_control_exact_dp,9,4,1,0.7,1.0
full_valuation_control_exact_dp,9,3,0,1.2,2.2
full_valuation_control_exact_dp,9,3,1,0.7,1.0
full_valuation_control_exact_dp,9,2,0,1.2,2.2
full_valuation_control_exact_dp,9,2,1,0.7,1.0
full_valuation_control_exact_dp,9,1,0,1.2,2.2
full_valuation_control_exact_dp,9,1,1,0.7,1.0
full_valuation_control_exact_dp,9,0,0,1.2,2.2
full_valuation_control_exact_dp,9,0,1,0.7,1.0
full_valuation_control_exact_dp,9,-1,0,0.7,1.0
full_valuation_control_exact_dp,9,-1,1,0.7,1.0
full_valuation_control_exact_dp,9,-2,0,0.7,1.0
full_valuation_control_exact_dp,9,-2,1,0.7,1.0
